item_id,total_sales
FOODS_3_578,42552
FOODS_3_195,42475
HOBBIES_1_286,42294
FOODS_3_727,42239
HOUSEHOLD_1_434,42203
FOODS_2_233,42132
FOODS_2_175,41654
FOODS_1_219,41164
HOUSEHOLD_1_196,41106
FOODS_3_148,41056
FOODS_3_121,41054
HOUSEHOLD_1_169,40986
HOUSEHOLD_1_236,40761
FOODS_2_199,40716
HOBBIES_1_337,40584
FOODS_3_383,40562
FOODS_3_772,40543
HOBBIES_1_147,40354
HOUSEHOLD_1_498,40345
HOBBIES_1_387,40344
FOODS_1_061,40287
FOODS_3_332,40203
HOUSEHOLD_1_503,40171
FOODS_3_178,40088
FOODS_3_562,40087
FOODS_2_349,39969
FOODS_3_814,39954
FOODS_3_077,39796
HOUSEHOLD_1_177,39790
HOUSEHOLD_1_055,39789
FOODS_3_534,39748
HOUSEHOLD_1_425,39727
FOODS_3_257,39722
HOUSEHOLD_1_441,39180
HOBBIES_1_004,39175
HOUSEHOLD_1_075,39160
FOODS_1_087,39026
FOODS_2_036,38948
HOUSEHOLD_1_344,38942
HOUSEHOLD_1_462,38935
FOODS_3_191,38814
FOODS_3_598,38712
HOUSEHOLD_1_410,38706
HOUSEHOLD_1_186,38623
FOODS_2_080,38550
FOODS_3_087,38413
FOODS_3_819,38288
FOODS_3_144,38264
HOBBIES_1_080,38065
FOODS_3_215,38039
FOODS_3_037,38014
FOODS_3_224,37936
HOUSEHOLD_1_086,37767
HOUSEHOLD_1_225,37736
FOODS_3_184,37691
FOODS_2_299,37680
HOUSEHOLD_1_429,37672
HOUSEHOLD_1_321,37668
HOUSEHOLD_1_147,37611
FOODS_2_061,37533
FOODS_1_129,37304
FOODS_1_154,37292
HOBBIES_1_014,37267
FOODS_2_194,37190
FOODS_3_732,37150
FOODS_3_674,37042
FOODS_3_089,37035
FOODS_3_203,36820
FOODS_3_636,36805
FOODS_3_508,36750
FOODS_1_104,36709
HOUSEHOLD_1_048,36610
FOODS_1_027,36540
FOODS_3_151,36289
HOUSEHOLD_2_176,36283
FOODS_3_217,36184
HOUSEHOLD_1_071,36095
HOUSEHOLD_1_007,36078
HOUSEHOLD_1_445,35968
FOODS_3_750,35911
HOUSEHOLD_1_540,35841
FOODS_3_725,35807
FOODS_3_818,35759
FOODS_2_384,35709
FOODS_1_200,35586
FOODS_3_002,35515
FOODS_2_342,35504
FOODS_3_069,35502
FOODS_3_059,35454
FOODS_3_505,35218
FOODS_3_432,34928
HOBBIES_1_323,34880
FOODS_1_083,34855
HOUSEHOLD_1_318,34742
FOODS_3_584,34732
HOUSEHOLD_1_505,34639
FOODS_3_241,34473
FOODS_3_461,34424
HOUSEHOLD_1_053,34400
FOODS_3_097,34392
FOODS_3_617,34311
HOUSEHOLD_1_478,34296
FOODS_3_577,34279
FOODS_3_566,34268
HOUSEHOLD_1_393,34248
FOODS_1_166,34194
FOODS_1_183,34189
FOODS_2_247,34176
HOUSEHOLD_1_122,34128
FOODS_3_307,34088
FOODS_3_299,34076
HOUSEHOLD_1_437,33982
FOODS_3_126,33885
FOODS_2_029,33843
FOODS_3_592,33725
HOBBIES_1_248,33717
HOUSEHOLD_1_310,33637
FOODS_3_805,33554
FOODS_3_330,33335
FOODS_2_374,33233
FOODS_3_400,33088
FOODS_3_317,33064
FOODS_3_742,32984
FOODS_3_232,32905
FOODS_1_172,32896
FOODS_3_194,32877
HOUSEHOLD_1_411,32803
HOUSEHOLD_1_251,32773
HOUSEHOLD_1_285,32737
FOODS_3_347,32709
HOUSEHOLD_1_430,32669
HOUSEHOLD_1_541,32594
FOODS_2_082,32492
FOODS_2_381,32397
FOODS_3_265,32377
FOODS_3_596,32262
FOODS_2_171,32235
HOUSEHOLD_1_343,31829
HOUSEHOLD_1_385,31768
FOODS_3_495,31755
FOODS_3_067,31665
FOODS_3_283,31607
FOODS_3_657,31396
FOODS_3_138,31325
FOODS_1_139,31313
HOUSEHOLD_1_404,31239
FOODS_1_194,31163
HOUSEHOLD_1_004,31060
FOODS_2_026,30957
FOODS_3_367,30811
FOODS_2_388,30784
FOODS_3_504,30757
FOODS_2_318,30689
FOODS_2_274,30689
FOODS_2_289,30659
FOODS_3_820,30528
FOODS_3_321,30527
FOODS_2_283,30527
HOUSEHOLD_1_109,30442
FOODS_1_023,30415
FOODS_3_310,30318
HOUSEHOLD_1_453,30277
FOODS_1_106,30248
FOODS_1_206,30148
FOODS_3_292,30138
FOODS_3_487,30026
FOODS_3_302,29966
FOODS_1_201,29936
FOODS_3_481,29935
FOODS_3_267,29929
FOODS_3_021,29900
HOUSEHOLD_1_461,29822
FOODS_3_786,29802
FOODS_2_291,29801
FOODS_3_139,29798
HOBBIES_1_408,29777
HOBBIES_1_261,29776
FOODS_3_793,29731
HOBBIES_1_030,29655
HOUSEHOLD_1_106,29644
FOODS_2_257,29624
FOODS_2_131,29533
HOUSEHOLD_1_348,29510
FOODS_3_644,29509
FOODS_3_237,29491
FOODS_3_561,29439
FOODS_2_184,29425
FOODS_3_678,29394
FOODS_2_149,29363
FOODS_3_115,29351
FOODS_1_088,29338
FOODS_3_066,29336
HOBBIES_1_354,29320
FOODS_2_357,29294
FOODS_3_590,29285
FOODS_3_434,29285
FOODS_3_760,29260
FOODS_3_092,29226
HOUSEHOLD_1_275,29184
FOODS_2_311,29178
HOUSEHOLD_1_443,29126
FOODS_3_788,29101
FOODS_3_311,29051
HOUSEHOLD_1_354,29041
FOODS_1_210,29003
HOUSEHOLD_1_132,28906
FOODS_3_611,28895
HOUSEHOLD_1_021,28837
FOODS_3_795,28748
HOUSEHOLD_1_372,28653
FOODS_2_236,28631
FOODS_2_255,28614
HOUSEHOLD_1_016,28603
FOODS_2_391,28594
FOODS_3_418,28562
FOODS_3_651,28539
FOODS_1_150,28516
FOODS_1_196,28501
FOODS_3_573,28434
HOUSEHOLD_1_202,28392
FOODS_1_045,28353
FOODS_2_150,28277
FOODS_2_059,28258
FOODS_1_044,28223
FOODS_3_638,28183
FOODS_2_031,28180
HOBBIES_1_142,28161
FOODS_3_238,28146
FOODS_2_119,27978
FOODS_2_333,27960
FOODS_3_008,27934
FOODS_2_052,27930
HOUSEHOLD_1_128,27871
HOUSEHOLD_1_370,27838
FOODS_3_610,27811
HOUSEHOLD_2_440,27706
FOODS_1_021,27684
HOUSEHOLD_1_197,27588
HOUSEHOLD_1_386,27530
FOODS_2_074,27474
HOUSEHOLD_1_347,27450
FOODS_3_661,27446
FOODS_3_071,27407
FOODS_3_236,27400
HOBBIES_1_345,27313
HOBBIES_1_153,27268
HOUSEHOLD_1_141,27229
FOODS_2_093,27113
HOUSEHOLD_1_205,27045
HOUSEHOLD_1_361,27028
FOODS_3_679,26994
FOODS_3_730,26990
HOUSEHOLD_1_539,26976
FOODS_3_485,26972
FOODS_3_213,26938
FOODS_3_589,26909
FOODS_3_533,26900
FOODS_3_369,26822
FOODS_2_075,26771
FOODS_2_229,26701
FOODS_3_372,26671
HOBBIES_1_074,26509
FOODS_3_014,26456
FOODS_3_812,26443
HOUSEHOLD_1_112,26436
FOODS_2_139,26426
HOUSEHOLD_1_129,26414
FOODS_1_120,26397
HOBBIES_1_330,26310
FOODS_3_331,26243
HOBBIES_1_353,26231
HOUSEHOLD_1_032,26097
FOODS_1_040,26066
HOUSEHOLD_1_522,26050
FOODS_3_026,26046
HOUSEHOLD_2_142,26023
FOODS_3_140,25970
FOODS_3_214,25924
FOODS_2_309,25921
FOODS_2_212,25916
FOODS_2_170,25765
FOODS_3_041,25734
FOODS_2_307,25629
FOODS_1_208,25581
FOODS_3_438,25518
FOODS_3_169,25509
FOODS_1_097,25506
FOODS_3_388,25355
FOODS_2_359,25336
HOUSEHOLD_1_039,25303
FOODS_3_023,25251
FOODS_1_036,25232
HOUSEHOLD_1_087,25165
HOUSEHOLD_1_124,25109
FOODS_3_565,25092
FOODS_2_002,25088
HOBBIES_1_236,25056
FOODS_2_116,25051
HOBBIES_1_242,25010
FOODS_3_431,24933
HOUSEHOLD_1_338,24929
FOODS_3_665,24929
HOBBIES_1_158,24859
HOUSEHOLD_2_366,24845
FOODS_1_187,24651
FOODS_2_086,24639
HOBBIES_2_142,24611
FOODS_3_513,24541
HOUSEHOLD_1_143,24506
FOODS_1_013,24476
FOODS_2_034,24466
HOUSEHOLD_2_421,24439
FOODS_3_632,24411
FOODS_3_029,24405
FOODS_1_108,24249
FOODS_3_422,24174
HOUSEHOLD_1_519,24086
FOODS_3_675,24034
FOODS_3_276,24021
FOODS_3_273,24012
FOODS_2_112,23982
FOODS_3_048,23974
FOODS_3_523,23973
FOODS_2_030,23954
FOODS_3_479,23896
FOODS_2_282,23860
FOODS_3_015,23835
FOODS_3_334,23791
FOODS_3_794,23708
FOODS_3_568,23636
FOODS_2_081,23618
FOODS_3_011,23546
FOODS_3_207,23524
FOODS_2_356,23452
FOODS_1_215,23329
HOUSEHOLD_1_292,23325
HOUSEHOLD_1_350,23297
FOODS_3_291,23252
FOODS_3_519,23223
FOODS_3_706,23206
FOODS_3_648,23158
FOODS_3_271,23135
HOUSEHOLD_1_369,23124
FOODS_2_399,23100
HOUSEHOLD_1_487,23076
FOODS_3_448,23056
HOUSEHOLD_1_510,23039
HOUSEHOLD_1_050,23034
FOODS_3_083,22995
FOODS_2_297,22970
HOBBIES_1_201,22963
FOODS_3_250,22955
FOODS_1_181,22946
FOODS_3_063,22918
HOUSEHOLD_1_426,22918
FOODS_1_005,22914
HOUSEHOLD_2_371,22892
FOODS_1_130,22883
FOODS_3_708,22862
FOODS_2_267,22843
FOODS_3_660,22831
HOBBIES_1_369,22822
FOODS_2_189,22819
FOODS_3_306,22802
FOODS_3_721,22725
FOODS_2_153,22724
FOODS_3_163,22713
FOODS_1_142,22700
HOUSEHOLD_1_440,22696
FOODS_3_532,22696
FOODS_2_198,22692
FOODS_1_054,22681
FOODS_3_249,22670
HOBBIES_1_194,22653
HOUSEHOLD_2_299,22632
FOODS_2_242,22624
FOODS_3_301,22572
HOUSEHOLD_1_162,22567
FOODS_3_356,22563
HOUSEHOLD_1_306,22534
FOODS_2_099,22493
FOODS_2_304,22481
FOODS_3_433,22475
FOODS_3_385,22469
FOODS_1_112,22462
FOODS_3_646,22442
FOODS_3_225,22404
FOODS_1_127,22393
FOODS_3_205,22368
FOODS_2_047,22363
HOUSEHOLD_1_328,22361
FOODS_2_376,22336
HOUSEHOLD_1_438,22334
FOODS_1_006,22320
HOUSEHOLD_1_218,22285
FOODS_3_616,22274
FOODS_3_615,22230
HOUSEHOLD_2_348,22217
FOODS_3_480,22200
FOODS_1_092,22191
FOODS_2_014,22186
FOODS_3_024,22124
HOBBIES_1_167,22122
HOUSEHOLD_1_515,22031
HOUSEHOLD_1_397,21942
HOBBIES_1_379,21920
FOODS_1_121,21909
FOODS_3_463,21881
HOUSEHOLD_1_028,21873
HOBBIES_2_059,21849
FOODS_1_190,21841
HOUSEHOLD_1_528,21817
HOUSEHOLD_1_145,21776
FOODS_2_103,21734
FOODS_3_098,21726
FOODS_3_439,21713
FOODS_2_009,21713
HOUSEHOLD_1_119,21624
FOODS_2_173,21600
FOODS_3_585,21599
HOUSEHOLD_1_107,21577
FOODS_3_106,21560
FOODS_3_185,21534
HOUSEHOLD_1_488,21532
FOODS_3_370,21531
HOUSEHOLD_1_188,21485
FOODS_3_559,21406
HOUSEHOLD_1_460,21397
FOODS_3_535,21372
FOODS_3_765,21330
HOUSEHOLD_2_074,21324
FOODS_2_327,21317
FOODS_3_683,21298
HOUSEHOLD_1_324,21280
HOUSEHOLD_1_038,21270
HOUSEHOLD_1_279,21225
HOUSEHOLD_1_082,21220
HOUSEHOLD_1_408,21211
FOODS_1_024,21194
HOBBIES_1_400,21145
FOODS_3_308,21143
FOODS_2_266,21133
FOODS_2_144,21130
FOODS_2_151,21122
HOUSEHOLD_1_537,21107
FOODS_2_018,21105
HOUSEHOLD_1_094,21011
HOUSEHOLD_1_222,20983
HOUSEHOLD_2_470,20961
FOODS_3_450,20961
HOUSEHOLD_1_140,20921
HOUSEHOLD_1_062,20909
FOODS_2_142,20892
HOUSEHOLD_1_100,20844
FOODS_2_042,20821
HOBBIES_1_023,20807
FOODS_2_156,20760
HOUSEHOLD_1_287,20760
FOODS_3_103,20750
FOODS_3_656,20749
HOUSEHOLD_2_483,20685
FOODS_3_718,20633
HOUSEHOLD_1_138,20608
HOUSEHOLD_1_153,20585
HOBBIES_1_090,20575
FOODS_3_102,20565
FOODS_3_671,20516
FOODS_2_182,20508
HOUSEHOLD_1_180,20492
FOODS_2_024,20448
HOUSEHOLD_2_294,20385
HOUSEHOLD_2_301,20351
HOBBIES_1_055,20351
HOUSEHOLD_1_103,20326
FOODS_3_142,20300
FOODS_3_410,20235
HOUSEHOLD_1_061,20231
FOODS_3_035,20227
FOODS_2_251,20200
FOODS_3_333,20163
FOODS_3_716,20155
FOODS_3_146,20147
FOODS_1_074,20120
HOUSEHOLD_1_215,20094
HOBBIES_1_056,20090
FOODS_2_272,20069
FOODS_1_145,20066
FOODS_3_183,20055
FOODS_3_493,20038
FOODS_3_277,20000
HOUSEHOLD_1_469,19986
HOUSEHOLD_2_239,19971
HOUSEHOLD_2_342,19947
FOODS_2_003,19939
FOODS_2_135,19907
FOODS_2_049,19894
FOODS_1_163,19873
HOBBIES_1_131,19860
FOODS_1_031,19850
FOODS_2_211,19846
FOODS_3_551,19797
HOUSEHOLD_2_427,19768
HOBBIES_1_064,19765
HOBBIES_1_089,19688
HOUSEHOLD_1_538,19683
FOODS_1_047,19678
FOODS_2_346,19651
FOODS_3_685,19642
FOODS_2_138,19641
FOODS_2_022,19558
FOODS_3_569,19545
FOODS_3_415,19541
HOBBIES_1_115,19525
FOODS_3_386,19506
FOODS_3_411,19497
FOODS_2_104,19455
HOUSEHOLD_2_212,19446
FOODS_3_032,19436
FOODS_3_424,19435
HOUSEHOLD_2_409,19417
HOUSEHOLD_1_345,19411
HOBBIES_1_108,19385
FOODS_2_232,19344
FOODS_1_192,19343
HOBBIES_1_228,19334
FOODS_1_103,19269
FOODS_3_653,19253
HOUSEHOLD_1_331,19214
FOODS_3_515,19179
FOODS_2_100,19152
HOUSEHOLD_1_458,19149
HOUSEHOLD_1_079,19147
HOUSEHOLD_2_160,19131
FOODS_3_082,19106
HOUSEHOLD_1_511,19099
FOODS_3_012,19069
HOUSEHOLD_1_259,19068
HOUSEHOLD_1_011,19068
FOODS_3_100,19065
FOODS_1_202,19041
FOODS_3_212,19033
FOODS_2_339,19027
FOODS_3_378,18952
HOBBIES_1_320,18941
FOODS_2_245,18915
HOUSEHOLD_1_127,18914
FOODS_2_092,18911
FOODS_2_146,18910
FOODS_3_028,18829
FOODS_3_496,18816
HOUSEHOLD_2_510,18777
HOBBIES_1_202,18759
HOUSEHOLD_1_376,18733
FOODS_1_094,18726
FOODS_3_509,18706
FOODS_3_747,18689
FOODS_2_032,18673
HOUSEHOLD_1_357,18673
FOODS_2_101,18670
FOODS_1_153,18661
FOODS_3_810,18617
FOODS_3_176,18602
HOBBIES_1_416,18595
FOODS_1_063,18539
FOODS_3_177,18533
FOODS_3_423,18516
FOODS_2_385,18433
FOODS_3_771,18408
HOBBIES_1_277,18333
HOBBIES_2_075,18288
HOUSEHOLD_1_283,18279
HOUSEHOLD_1_220,18250
FOODS_3_242,18206
HOUSEHOLD_1_029,18204
HOUSEHOLD_2_115,18178
HOUSEHOLD_1_059,18165
HOUSEHOLD_1_204,18157
HOBBIES_1_029,18157
FOODS_3_155,18134
FOODS_3_784,18075
HOUSEHOLD_1_005,18066
HOBBIES_1_179,18040
FOODS_3_199,18034
FOODS_3_392,18020
FOODS_1_180,18013
HOBBIES_1_078,17992
FOODS_3_162,17941
HOUSEHOLD_1_217,17880
HOUSEHOLD_1_413,17877
FOODS_1_124,17869
FOODS_3_489,17832
HOUSEHOLD_1_135,17817
FOODS_2_383,17817
HOUSEHOLD_1_381,17763
HOBBIES_1_338,17748
FOODS_1_037,17746
HOUSEHOLD_1_291,17730
FOODS_3_669,17722
FOODS_3_712,17718
FOODS_3_269,17699
FOODS_1_155,17689
FOODS_1_185,17658
HOUSEHOLD_2_213,17651
HOUSEHOLD_1_536,17640
FOODS_3_520,17634
FOODS_2_231,17607
FOODS_1_182,17593
FOODS_2_396,17583
HOUSEHOLD_2_059,17557
FOODS_3_797,17493
FOODS_2_060,17483
FOODS_2_225,17450
FOODS_3_034,17439
HOUSEHOLD_1_067,17417
FOODS_3_645,17412
HOUSEHOLD_2_336,17366
FOODS_3_467,17343
FOODS_3_065,17323
FOODS_3_182,17289
FOODS_3_248,17280
FOODS_3_502,17265
HOBBIES_1_150,17255
HOUSEHOLD_2_350,17169
FOODS_3_279,17149
HOUSEHOLD_1_146,17132
HOUSEHOLD_1_142,17119
FOODS_2_051,17112
HOUSEHOLD_1_171,17105
FOODS_3_676,17086
FOODS_1_069,17031
HOUSEHOLD_1_212,16985
FOODS_2_141,16955
HOUSEHOLD_2_110,16938
HOUSEHOLD_1_482,16924
FOODS_3_128,16896
FOODS_3_294,16882
FOODS_1_020,16880
HOUSEHOLD_1_168,16869
FOODS_2_351,16868
FOODS_3_687,16867
FOODS_3_289,16858
FOODS_3_497,16844
HOUSEHOLD_1_497,16794
FOODS_1_066,16760
FOODS_2_174,16748
HOUSEHOLD_1_256,16741
HOUSEHOLD_1_194,16734
FOODS_2_217,16725
FOODS_2_109,16703
FOODS_3_631,16655
FOODS_2_397,16649
HOUSEHOLD_1_030,16617
HOUSEHOLD_2_447,16531
FOODS_3_320,16499
FOODS_2_382,16481
FOODS_3_335,16467
FOODS_3_591,16459
FOODS_3_190,16454
FOODS_3_336,16440
FOODS_3_488,16432
FOODS_3_398,16408
FOODS_1_216,16406
FOODS_3_360,16360
FOODS_2_044,16352
HOUSEHOLD_2_199,16324
FOODS_2_050,16323
FOODS_2_192,16287
FOODS_3_768,16279
HOUSEHOLD_1_025,16277
HOUSEHOLD_2_442,16273
FOODS_3_659,16251
FOODS_2_070,16234
FOODS_3_187,16232
FOODS_3_181,16195
FOODS_3_689,16183
FOODS_3_112,16153
HOUSEHOLD_1_170,16124
FOODS_3_464,16057
HOUSEHOLD_2_437,16040
HOUSEHOLD_1_349,15979
FOODS_3_352,15876
FOODS_1_209,15869
HOUSEHOLD_2_140,15858
FOODS_3_761,15837
HOUSEHOLD_2_197,15829
FOODS_3_005,15790
HOBBIES_1_407,15776
HOUSEHOLD_1_136,15738
HOBBIES_1_364,15720
FOODS_2_055,15702
HOBBIES_1_040,15700
HOUSEHOLD_1_532,15691
HOBBIES_1_009,15657
FOODS_3_381,15644
FOODS_3_451,15621
FOODS_3_707,15617
HOUSEHOLD_1_475,15607
HOUSEHOLD_1_268,15595
FOODS_3_053,15564
HOUSEHOLD_1_457,15546
HOBBIES_1_329,15530
FOODS_3_776,15522
FOODS_1_207,15506
FOODS_1_123,15477
HOUSEHOLD_1_203,15473
FOODS_3_514,15429
FOODS_2_344,15411
FOODS_2_262,15410
HOUSEHOLD_1_157,15400
