date,store_id,cat_id,actual_sales,predicted_sales
2016-03-29,TX_2,FOODS,1834,2305.240245211708
2016-03-30,TX_2,FOODS,2011,2092.4618828463294
2016-03-31,TX_2,FOODS,2160,2183.1758149807206
2016-04-01,TX_2,FOODS,2733,2622.173217581655
2016-04-02,TX_2,FOODS,3087,3456.207178045485
2016-04-03,TX_2,FOODS,3467,3556.2909396330065
2016-04-04,TX_2,FOODS,2509,2618.278643984581
2016-04-05,TX_2,FOODS,2460,2448.931809124482
2016-04-06,TX_2,FOODS,2255,2441.2721954927065
2016-04-07,TX_2,FOODS,2427,2420.044144213359
2016-04-08,TX_2,FOODS,2458,2771.4727088973723
2016-04-09,TX_2,FOODS,3195,3037.9305861887074
2016-04-10,TX_2,FOODS,3340,3324.4523797828465
2016-04-11,TX_2,FOODS,2602,2706.2566850937314
2016-04-12,TX_2,FOODS,2257,2476.4228401012174
2016-04-13,TX_2,FOODS,2164,2240.3568454160045
2016-04-14,TX_2,FOODS,2446,2244.2500142493245
2016-04-15,TX_2,FOODS,2549,2700.776078330004
2016-04-16,TX_2,FOODS,2795,3031.962343809008
2016-04-17,TX_2,FOODS,3221,3151.192655697758
2016-04-18,TX_2,FOODS,2268,2482.936048496432
2016-04-19,TX_2,FOODS,2440,2142.9209448489455
2016-04-20,TX_2,FOODS,2196,2307.038625941826
2016-04-21,TX_2,FOODS,2239,2161.478935758866
2016-04-22,TX_2,FOODS,2547,2618.645893644408
2016-04-23,TX_2,FOODS,2930,3110.1091294017237
2016-04-24,TX_2,FOODS,2853,3169.3641852991686
2016-03-28,TX_2,HOBBIES,381,310.70836600657304
2016-03-29,TX_2,HOBBIES,270,364.56004763962477
2016-03-30,TX_2,HOBBIES,317,330.8158957758653
2016-03-31,TX_2,HOBBIES,318,310.2212262218834
2016-04-01,TX_2,HOBBIES,391,386.35485729145444
2016-04-02,TX_2,HOBBIES,432,421.8124139507007
2016-04-03,TX_2,HOBBIES,478,388.94070356638565
2016-04-04,TX_2,HOBBIES,332,341.7165748581714
2016-04-05,TX_2,HOBBIES,276,308.9116456906864
2016-04-06,TX_2,HOBBIES,350,286.17581955733846
2016-04-07,TX_2,HOBBIES,406,326.8978404613814
2016-04-08,TX_2,HOBBIES,369,385.0439757536417
2016-04-09,TX_2,HOBBIES,370,426.7935672819433
2016-04-10,TX_2,HOBBIES,521,425.2808641719169
2016-04-11,TX_2,HOBBIES,431,334.41790382104415
2016-04-12,TX_2,HOBBIES,431,367.8606299318645
2016-04-13,TX_2,HOBBIES,355,346.7431396663424
2016-04-14,TX_2,HOBBIES,408,354.9167611002104
