date,store_id,state_id,cat_id,total_sales,average_price
2011-01-30,CA_2,CA,FOODS,1921,2.8765848214285716
2011-01-30,WI_1,WI,FOODS,1327,2.759773371104816
2011-01-30,TX_3,TX,FOODS,2257,2.929892280071813
2011-01-30,TX_1,TX,HOBBIES,264,4.674835164835164
2011-01-30,CA_3,CA,HOBBIES,430,4.586119402985075
2011-01-30,CA_1,CA,FOODS,3137,3.1492197452229305
2011-01-30,CA_4,CA,HOBBIES,236,5.055555555555555
2011-01-30,TX_2,TX,FOODS,2870,2.9564743589743587
2011-01-30,TX_1,TX,FOODS,1903,2.9489583333333336
2011-01-31,WI_1,WI,HOUSEHOLD,262,5.472964959568732
2011-01-31,WI_1,WI,HOBBIES,323,4.634843749999999
2011-01-31,TX_3,TX,HOBBIES,190,4.740829015544041
2011-01-31,TX_3,TX,FOODS,1665,2.929892280071813
2011-01-31,CA_3,CA,FOODS,2701,3.0419685039370075
2011-01-31,CA_4,CA,HOUSEHOLD,189,5.457537091988129
2011-01-31,CA_1,CA,FOODS,2008,3.1492197452229305
2011-01-31,CA_1,CA,HOUSEHOLD,393,5.41609947643979
2011-01-31,CA_3,CA,HOBBIES,438,4.586119402985075
2011-01-31,WI_3,WI,HOBBIES,248,4.523247422680412
2011-01-31,TX_2,TX,HOUSEHOLD,420,5.460626631853786
2011-01-31,WI_2,WI,HOUSEHOLD,319,5.464806451612902
2011-01-31,WI_2,WI,HOBBIES,113,4.869885057471264
2011-01-31,TX_1,TX,HOUSEHOLD,338,5.318895348837209
2011-01-31,CA_2,CA,HOUSEHOLD,464,5.5602
2011-01-31,CA_2,CA,FOODS,1289,2.8765848214285716
2011-01-31,WI_2,WI,FOODS,1586,2.80715710723192
2011-01-31,TX_2,TX,FOODS,2082,2.9564743589743587
2011-01-31,CA_1,CA,HOBBIES,415,4.46881443298969
2011-01-31,TX_1,TX,HOBBIES,107,4.674835164835164
2011-01-31,WI_3,WI,HOUSEHOLD,526,5.262981029810297
2011-01-31,TX_2,TX,HOBBIES,229,4.690149253731344
2011-01-31,CA_4,CA,FOODS,946,2.9532702237521513
2011-01-31,TX_3,TX,HOUSEHOLD,370,5.291948424068768
2011-01-31,WI_1,WI,FOODS,977,2.759773371104816
2011-01-31,WI_3,WI,FOODS,2543,2.987332214765101
2011-01-31,CA_3,CA,HOUSEHOLD,646,5.614754521963824
2011-01-31,TX_1,TX,FOODS,1377,2.9489583333333336
2011-01-31,CA_4,CA,HOBBIES,251,5.055555555555555
2011-01-31,CA_2,CA,HOBBIES,368,4.606470588235294
2011-02-01,CA_3,CA,HOBBIES,424,4.586119402985075
2011-02-01,CA_4,CA,FOODS,1002,2.9532702237521513
2011-02-01,WI_3,WI,FOODS,2596,2.987332214765101
2011-02-01,TX_2,TX,HOBBIES,359,4.690149253731344
2011-02-01,WI_2,WI,HOBBIES,124,4.869885057471264
2011-02-01,CA_2,CA,HOBBIES,350,4.606470588235294
2011-02-01,CA_1,CA,HOBBIES,392,4.46881443298969
2011-02-01,CA_1,CA,HOUSEHOLD,401,5.41609947643979
2011-02-01,TX_1,TX,HOUSEHOLD,367,5.318895348837209
2011-02-01,WI_3,WI,HOBBIES,194,4.523247422680412
2011-02-01,TX_3,TX,HOUSEHOLD,320,5.291948424068768
2011-02-01,TX_1,TX,HOBBIES,248,4.674835164835164
2011-02-01,CA_2,CA,HOUSEHOLD,434,5.5602
2011-02-01,CA_4,CA,HOBBIES,239,5.055555555555555
2011-02-01,WI_1,WI,FOODS,935,2.759773371104816
2011-02-01,TX_3,TX,HOBBIES,202,4.740829015544041
2011-02-01,TX_2,TX,HOUSEHOLD,415,5.460626631853786
2011-02-01,WI_1,WI,HOUSEHOLD,179,5.472964959568732
2011-02-01,WI_2,WI,HOUSEHOLD,385,5.464806451612902
2011-02-01,CA_3,CA,HOUSEHOLD,744,5.614754521963824
2011-02-01,WI_1,WI,HOBBIES,137,4.634843749999999
2011-02-01,TX_2,TX,FOODS,2180,2.9564743589743587
2011-02-01,WI_2,WI,FOODS,2013,2.80715710723192
2011-02-01,TX_1,TX,FOODS,1643,2.9489583333333336
2011-02-01,WI_3,WI,HOUSEHOLD,421,5.262981029810297
2011-02-01,CA_2,CA,FOODS,1540,2.8765848214285716
2011-02-01,CA_1,CA,FOODS,2258,3.1492197452229305
2011-02-01,TX_3,TX,FOODS,1647,2.929892280071813
2011-02-01,CA_4,CA,HOUSEHOLD,199,5.457537091988129
2011-02-01,CA_3,CA,FOODS,3064,3.0419685039370075
2011-02-02,WI_1,WI,FOODS,2,2.759773371104816
2011-02-02,WI_2,WI,HOBBIES,58,4.869885057471264
2011-02-02,WI_2,WI,HOUSEHOLD,150,5.464806451612902
2011-02-02,WI_1,WI,HOUSEHOLD,0,5.472964959568732
2011-02-02,TX_1,TX,HOBBIES,102,4.674835164835164
2011-02-02,CA_3,CA,HOUSEHOLD,692,5.614754521963824
2011-02-02,TX_1,TX,HOUSEHOLD,263,5.318895348837209
2011-02-02,CA_2,CA,FOODS,1278,2.8765848214285716
2011-02-02,TX_2,TX,HOBBIES,257,4.690149253731344
2011-02-02,TX_2,TX,HOUSEHOLD,345,5.460626631853786
2011-02-02,TX_1,TX,FOODS,1329,2.9489583333333336
2011-02-02,CA_1,CA,FOODS,2032,3.1492197452229305
2011-02-02,TX_3,TX,HOUSEHOLD,201,5.291948424068768
2011-02-02,CA_3,CA,HOBBIES,364,4.586119402985075
2011-02-02,CA_1,CA,HOUSEHOLD,330,5.41609947643979
2011-02-02,CA_4,CA,FOODS,1107,2.9532702237521513
2011-02-02,WI_2,WI,FOODS,967,2.80715710723192
2011-02-02,TX_3,TX,FOODS,1383,2.929892280071813
2011-02-02,WI_3,WI,HOUSEHOLD,204,5.262981029810297
2011-02-02,TX_3,TX,HOBBIES,142,4.740829015544041
2011-02-02,CA_4,CA,HOBBIES,253,5.055555555555555
2011-02-02,CA_2,CA,HOBBIES,296,4.606470588235294
2011-02-02,WI_3,WI,HOBBIES,74,4.523247422680412
2011-02-02,CA_2,CA,HOUSEHOLD,368,5.5602
2011-02-02,WI_1,WI,HOBBIES,0,4.634843749999999
2011-02-02,TX_2,TX,FOODS,1890,2.9564743589743587
2011-02-02,CA_3,CA,FOODS,2761,3.0419685039370075
2011-02-02,CA_4,CA,HOUSEHOLD,176,5.457537091988129
2011-02-02,CA_1,CA,HOBBIES,268,4.46881443298969
2011-02-02,WI_3,WI,FOODS,1854,2.987332214765101
2011-02-03,TX_1,TX,FOODS,2091,2.9489583333333336
2011-02-03,WI_3,WI,FOODS,3783,2.987332214765101
2011-02-03,WI_1,WI,FOODS,1278,2.759773371104816
2011-02-03,WI_2,WI,HOBBIES,169,4.869885057471264
2011-02-03,CA_2,CA,HOBBIES,391,4.606470588235294
2011-02-03,CA_4,CA,FOODS,1015,2.9532702237521513
2011-02-03,CA_4,CA,HOUSEHOLD,163,5.457537091988129
2011-02-03,WI_1,WI,HOUSEHOLD,303,5.472964959568732
2011-02-03,CA_1,CA,FOODS,2407,3.1492197452229305
2011-02-03,CA_1,CA,HOBBIES,467,4.46881443298969
2011-02-03,CA_3,CA,FOODS,3340,3.0419685039370075
2011-02-03,CA_2,CA,FOODS,1494,2.8765848214285716
2011-02-03,TX_1,TX,HOBBIES,292,4.674835164835164
2011-02-03,WI_2,WI,HOUSEHOLD,366,5.464806451612902
2011-02-03,CA_4,CA,HOBBIES,211,5.055555555555555
2011-02-03,TX_3,TX,HOUSEHOLD,332,5.291948424068768
2011-02-03,TX_3,TX,FOODS,2280,2.929892280071813
2011-02-03,CA_1,CA,HOUSEHOLD,402,5.41609947643979
2011-02-03,CA_3,CA,HOUSEHOLD,639,5.614754521963824
2011-02-03,CA_3,CA,HOBBIES,390,4.586119402985075
2011-02-03,TX_2,TX,HOBBIES,318,4.690149253731344
2011-02-03,WI_1,WI,HOBBIES,468,4.634843749999999
2011-02-03,CA_2,CA,HOUSEHOLD,403,5.5602
2011-02-03,TX_3,TX,HOBBIES,221,4.740829015544041
2011-02-03,TX_2,TX,HOUSEHOLD,425,5.460626631853786
2011-02-03,WI_2,WI,FOODS,1709,2.80715710723192
2011-02-03,TX_2,TX,FOODS,2696,2.9564743589743587
2011-02-03,WI_3,WI,HOUSEHOLD,514,5.262981029810297
2011-02-03,TX_1,TX,HOUSEHOLD,351,5.318895348837209
2011-02-03,WI_3,WI,HOBBIES,293,4.523247422680412
2011-02-04,CA_3,CA,FOODS,3455,3.0419685039370075
2011-02-04,CA_2,CA,HOBBIES,316,4.606470588235294
2011-02-04,WI_2,WI,HOBBIES,146,4.869885057471264
2011-02-04,CA_4,CA,HOBBIES,159,5.055555555555555
2011-02-04,CA_3,CA,HOBBIES,493,4.586119402985075
2011-02-04,TX_1,TX,FOODS,1247,2.9489583333333336
2011-02-04,TX_1,TX,HOBBIES,89,4.674835164835164
2011-02-04,WI_1,WI,HOBBIES,734,4.634843749999999
2011-02-04,TX_3,TX,HOBBIES,139,4.740829015544041
2011-02-04,CA_1,CA,FOODS,2693,3.1492197452229305
2011-02-04,TX_3,TX,HOUSEHOLD,347,5.291948424068768
2011-02-04,CA_1,CA,HOUSEHOLD,411,5.41609947643979
2011-02-04,WI_3,WI,FOODS,3475,2.987332214765101
2011-02-04,WI_2,WI,FOODS,1668,2.80715710723192
2011-02-04,WI_3,WI,HOUSEHOLD,651,5.262981029810297
2011-02-04,CA_3,CA,HOUSEHOLD,755,5.614754521963824
2011-02-04,TX_1,TX,HOUSEHOLD,355,5.318895348837209
2011-02-04,CA_4,CA,FOODS,1072,2.9532702237521513
2011-02-04,WI_3,WI,HOBBIES,360,4.523247422680412
2011-02-04,CA_1,CA,HOBBIES,346,4.46881443298969
2011-02-04,TX_2,TX,FOODS,1963,2.9564743589743587
2011-02-04,CA_4,CA,HOUSEHOLD,238,5.457537091988129
2011-02-04,WI_1,WI,HOUSEHOLD,410,5.472964959568732
2011-02-04,TX_2,TX,HOBBIES,162,4.690149253731344
2011-02-04,CA_2,CA,FOODS,1785,2.8765848214285716
2011-02-04,TX_3,TX,FOODS,1461,2.929892280071813
2011-02-04,TX_2,TX,HOUSEHOLD,463,5.460626631853786
2011-02-04,WI_2,WI,HOUSEHOLD,418,5.464806451612902
2011-02-04,WI_1,WI,FOODS,1671,2.759773371104816
2011-02-04,CA_2,CA,HOUSEHOLD,528,5.5602
2011-02-05,TX_2,TX,HOUSEHOLD,612,5.46711943793911
2011-02-05,WI_1,WI,FOODS,2016,2.803157894736843
2011-02-05,CA_3,CA,FOODS,4068,3.0591101055806944
2011-02-05,WI_1,WI,HOBBIES,640,4.696572769953051
2011-02-05,TX_3,TX,FOODS,2157,2.983471074380165
2011-02-05,CA_3,CA,HOUSEHOLD,863,5.632422062350118
2011-02-05,CA_1,CA,HOUSEHOLD,706,5.509579439252335
2011-02-05,WI_3,WI,FOODS,4746,3.0233652312599686
2011-02-05,CA_1,CA,FOODS,3962,3.1533936651583714
2011-02-05,WI_3,WI,HOBBIES,412,4.62382882882883
2011-02-05,TX_2,TX,HOBBIES,270,4.6418779342723
2011-02-05,TX_2,TX,FOODS,2890,2.9877004538577907
2011-02-05,WI_1,WI,HOUSEHOLD,592,5.603651551312647
2011-02-05,CA_1,CA,HOBBIES,769,4.406515837104073
2011-02-05,CA_2,CA,FOODS,2385,2.8789102564102564
2011-02-05,WI_2,WI,HOUSEHOLD,416,5.703397260273972
2011-02-05,TX_1,TX,FOODS,2008,2.9828078078078075
2011-02-05,CA_4,CA,FOODS,1455,3.0507108239095313
2011-02-05,TX_1,TX,HOBBIES,264,4.6685096153846155
2011-02-05,WI_3,WI,HOUSEHOLD,833,5.38316301703163
2011-02-05,CA_3,CA,HOBBIES,525,4.556830357142857
2011-02-05,CA_4,CA,HOBBIES,279,5.108012820512821
2011-02-05,CA_4,CA,HOUSEHOLD,254,5.616109660574414
2011-02-05,CA_2,CA,HOBBIES,413,4.595953488372093
2011-02-05,TX_3,TX,HOUSEHOLD,440,5.467832512315271
2011-02-05,WI_2,WI,HOBBIES,163,4.8826760563380285
2011-02-05,CA_2,CA,HOUSEHOLD,931,5.633387470997679
2011-02-05,TX_3,TX,HOBBIES,251,4.721095890410958
2011-02-05,WI_2,WI,FOODS,2064,2.8615764705882354
2011-02-05,TX_1,TX,HOUSEHOLD,548,5.440687960687961
2011-02-06,CA_3,CA,FOODS,4324,3.0591101055806944
2011-02-06,TX_3,TX,HOUSEHOLD,473,5.467832512315271
2011-02-06,TX_1,TX,FOODS,2061,2.9828078078078075
2011-02-06,CA_4,CA,HOBBIES,223,5.108012820512821
2011-02-06,WI_2,WI,HOBBIES,78,4.8826760563380285
2011-02-06,WI_3,WI,FOODS,4093,3.0233652312599686
2011-02-06,CA_2,CA,FOODS,1827,2.8789102564102564
2011-02-06,TX_3,TX,HOBBIES,250,4.721095890410958
2011-02-06,TX_2,TX,HOUSEHOLD,605,5.46711943793911
2011-02-06,TX_2,TX,HOBBIES,302,4.6418779342723
2011-02-06,WI_1,WI,HOUSEHOLD,263,5.603651551312647
2011-02-06,WI_2,WI,HOUSEHOLD,276,5.703397260273972
2011-02-06,WI_2,WI,FOODS,1786,2.8615764705882354
2011-02-06,CA_2,CA,HOUSEHOLD,678,5.633387470997679
2011-02-06,CA_3,CA,HOUSEHOLD,882,5.632422062350118
2011-02-06,WI_3,WI,HOBBIES,220,4.62382882882883
2011-02-06,CA_4,CA,HOUSEHOLD,187,5.616109660574414
2011-02-06,CA_3,CA,HOBBIES,375,4.556830357142857
2011-02-06,CA_2,CA,HOBBIES,452,4.595953488372093
2011-02-06,TX_1,TX,HOUSEHOLD,584,5.440687960687961
2011-02-06,TX_1,TX,HOBBIES,242,4.6685096153846155
2011-02-06,WI_3,WI,HOUSEHOLD,537,5.38316301703163
2011-02-06,TX_2,TX,FOODS,2750,2.9877004538577907
2011-02-06,CA_1,CA,HOUSEHOLD,490,5.509579439252335
2011-02-06,CA_1,CA,FOODS,3418,3.1533936651583714
2011-02-06,CA_1,CA,HOBBIES,432,4.406515837104073
2011-02-06,WI_1,WI,HOBBIES,325,4.696572769953051
2011-02-06,WI_1,WI,FOODS,1086,2.803157894736843
2011-02-06,CA_4,CA,FOODS,1408,3.0507108239095313
2011-02-06,TX_3,TX,FOODS,2109,2.983471074380165
2011-02-07,WI_1,WI,HOBBIES,249,4.696572769953051
2011-02-07,WI_3,WI,HOUSEHOLD,462,5.38316301703163
2011-02-07,CA_2,CA,FOODS,1355,2.8789102564102564
2011-02-07,TX_3,TX,HOBBIES,124,4.721095890410958
2011-02-07,CA_3,CA,HOBBIES,478,4.556830357142857
2011-02-07,TX_3,TX,FOODS,1737,2.983471074380165
2011-02-07,WI_1,WI,FOODS,835,2.803157894736843
2011-02-07,CA_1,CA,HOBBIES,384,4.406515837104073
2011-02-07,WI_3,WI,FOODS,2535,3.0233652312599686
2011-02-07,TX_1,TX,HOUSEHOLD,468,5.440687960687961
2011-02-07,WI_2,WI,HOBBIES,91,4.8826760563380285
2011-02-07,WI_1,WI,HOUSEHOLD,271,5.603651551312647
2011-02-07,TX_2,TX,HOBBIES,273,4.6418779342723
2011-02-07,CA_1,CA,HOUSEHOLD,327,5.509579439252335
2011-02-07,CA_2,CA,HOBBIES,403,4.595953488372093
2011-02-07,TX_3,TX,HOUSEHOLD,352,5.467832512315271
2011-02-07,CA_4,CA,HOUSEHOLD,174,5.616109660574414
2011-02-07,TX_1,TX,HOBBIES,127,4.6685096153846155
2011-02-07,WI_2,WI,HOUSEHOLD,356,5.703397260273972
2011-02-07,TX_2,TX,HOUSEHOLD,470,5.46711943793911
2011-02-07,CA_4,CA,HOBBIES,243,5.108012820512821
2011-02-07,CA_2,CA,HOUSEHOLD,460,5.633387470997679
2011-02-07,TX_1,TX,FOODS,1579,2.9828078078078075
2011-02-07,CA_3,CA,FOODS,3718,3.0591101055806944
2011-02-07,WI_2,WI,FOODS,1389,2.8615764705882354
2011-02-07,WI_3,WI,HOBBIES,243,4.62382882882883
2011-02-07,TX_2,TX,FOODS,2189,2.9877004538577907
2011-02-07,CA_1,CA,FOODS,2446,3.1533936651583714
2011-02-07,CA_3,CA,HOUSEHOLD,716,5.632422062350118
2011-02-07,CA_4,CA,FOODS,1118,3.0507108239095313
2011-02-08,CA_4,CA,HOUSEHOLD,201,5.616109660574414
2011-02-08,WI_3,WI,HOUSEHOLD,396,5.38316301703163
2011-02-08,WI_1,WI,HOUSEHOLD,259,5.603651551312647
2011-02-08,TX_2,TX,FOODS,1986,2.9877004538577907
2011-02-08,CA_4,CA,HOBBIES,200,5.108012820512821
2011-02-08,CA_3,CA,FOODS,3473,3.0591101055806944
2011-02-08,CA_3,CA,HOUSEHOLD,573,5.632422062350118
2011-02-08,CA_1,CA,HOUSEHOLD,361,5.509579439252335
2011-02-08,TX_1,TX,HOBBIES,118,4.6685096153846155
2011-02-08,TX_3,TX,FOODS,1469,2.983471074380165
2011-02-08,CA_1,CA,HOBBIES,496,4.406515837104073
2011-02-08,CA_2,CA,HOUSEHOLD,456,5.633387470997679
2011-02-08,CA_2,CA,HOBBIES,284,4.595953488372093
2011-02-08,CA_2,CA,FOODS,1383,2.8789102564102564
2011-02-08,TX_1,TX,FOODS,1173,2.9828078078078075
2011-02-08,TX_3,TX,HOUSEHOLD,335,5.467832512315271
2011-02-08,WI_3,WI,HOBBIES,198,4.62382882882883
2011-02-08,CA_3,CA,HOBBIES,401,4.556830357142857
2011-02-08,WI_2,WI,FOODS,1130,2.8615764705882354
2011-02-08,WI_1,WI,HOBBIES,291,4.696572769953051
2011-02-08,WI_3,WI,FOODS,2459,3.0233652312599686
2011-02-08,CA_4,CA,FOODS,967,3.0507108239095313
2011-02-08,WI_1,WI,FOODS,785,2.803157894736843
2011-02-08,CA_1,CA,FOODS,2138,3.1533936651583714
2011-02-08,TX_1,TX,HOUSEHOLD,316,5.440687960687961
2011-02-08,WI_2,WI,HOUSEHOLD,275,5.703397260273972
2011-02-08,WI_2,WI,HOBBIES,121,4.8826760563380285
2011-02-08,TX_2,TX,HOUSEHOLD,389,5.46711943793911
2011-02-08,TX_3,TX,HOBBIES,185,4.721095890410958
2011-02-08,TX_2,TX,HOBBIES,253,4.6418779342723
2011-02-09,WI_3,WI,HOUSEHOLD,432,5.38316301703163
2011-02-09,CA_3,CA,FOODS,3589,3.0591101055806944
2011-02-09,TX_2,TX,HOBBIES,310,4.6418779342723
2011-02-09,WI_1,WI,HOUSEHOLD,314,5.603651551312647
2011-02-09,WI_2,WI,HOBBIES,102,4.8826760563380285
2011-02-09,CA_1,CA,HOUSEHOLD,310,5.509579439252335
2011-02-09,TX_1,TX,FOODS,1624,2.9828078078078075
2011-02-09,TX_2,TX,HOUSEHOLD,369,5.46711943793911
2011-02-09,CA_4,CA,HOBBIES,157,5.108012820512821
2011-02-09,TX_3,TX,HOBBIES,118,4.721095890410958
2011-02-09,TX_2,TX,FOODS,1990,2.9877004538577907
2011-02-09,CA_4,CA,FOODS,844,3.0507108239095313
2011-02-09,TX_3,TX,FOODS,1538,2.983471074380165
2011-02-09,CA_4,CA,HOUSEHOLD,194,5.616109660574414
2011-02-09,CA_2,CA,HOBBIES,314,4.595953488372093
2011-02-09,TX_1,TX,HOBBIES,190,4.6685096153846155
2011-02-09,CA_2,CA,HOUSEHOLD,396,5.633387470997679
2011-02-09,CA_3,CA,HOUSEHOLD,590,5.632422062350118
2011-02-09,WI_1,WI,FOODS,836,2.803157894736843
2011-02-09,WI_2,WI,HOUSEHOLD,340,5.703397260273972
2011-02-09,WI_3,WI,HOBBIES,242,4.62382882882883
2011-02-09,CA_2,CA,FOODS,1191,2.8789102564102564
2011-02-09,CA_3,CA,HOBBIES,365,4.556830357142857
2011-02-09,TX_1,TX,HOUSEHOLD,335,5.440687960687961
2011-02-09,WI_1,WI,HOBBIES,260,4.696572769953051
2011-02-09,WI_3,WI,FOODS,2638,3.0233652312599686
2011-02-09,TX_3,TX,HOUSEHOLD,266,5.467832512315271
2011-02-09,CA_1,CA,FOODS,2001,3.1533936651583714
2011-02-09,CA_1,CA,HOBBIES,399,4.406515837104073
2011-02-09,WI_2,WI,FOODS,1404,2.8615764705882354
2011-02-10,WI_3,WI,HOUSEHOLD,477,5.38316301703163
2011-02-10,CA_3,CA,FOODS,3355,3.0591101055806944
2011-02-10,WI_3,WI,FOODS,2523,3.0233652312599686
2011-02-10,TX_1,TX,HOUSEHOLD,320,5.440687960687961
2011-02-10,CA_2,CA,HOBBIES,304,4.595953488372093
2011-02-10,CA_1,CA,HOUSEHOLD,337,5.509579439252335
2011-02-10,WI_2,WI,FOODS,1363,2.8615764705882354
2011-02-10,CA_3,CA,HOUSEHOLD,661,5.632422062350118
2011-02-10,WI_1,WI,HOUSEHOLD,253,5.603651551312647
2011-02-10,TX_1,TX,FOODS,1375,2.9828078078078075
2011-02-10,CA_2,CA,FOODS,1658,2.8789102564102564
2011-02-10,CA_1,CA,HOBBIES,454,4.406515837104073
2011-02-10,TX_3,TX,HOBBIES,139,4.721095890410958
2011-02-10,CA_4,CA,FOODS,997,3.0507108239095313
2011-02-10,TX_3,TX,FOODS,1287,2.983471074380165
2011-02-10,CA_4,CA,HOUSEHOLD,202,5.616109660574414
2011-02-10,WI_2,WI,HOUSEHOLD,324,5.703397260273972
2011-02-10,TX_2,TX,FOODS,1811,2.9877004538577907
2011-02-10,WI_1,WI,HOBBIES,262,4.696572769953051
2011-02-10,CA_2,CA,HOUSEHOLD,474,5.633387470997679
2011-02-10,CA_3,CA,HOBBIES,390,4.556830357142857
2011-02-10,TX_3,TX,HOUSEHOLD,273,5.467832512315271
2011-02-10,WI_1,WI,FOODS,834,2.803157894736843
2011-02-10,TX_1,TX,HOBBIES,200,4.6685096153846155
2011-02-10,TX_2,TX,HOUSEHOLD,395,5.46711943793911
2011-02-10,WI_3,WI,HOBBIES,309,4.62382882882883
2011-02-10,CA_4,CA,HOBBIES,235,5.108012820512821
2011-02-10,WI_2,WI,HOBBIES,98,4.8826760563380285
2011-02-10,CA_1,CA,FOODS,2137,3.1533936651583714
2011-02-10,TX_2,TX,HOBBIES,309,4.6418779342723
2011-02-11,TX_2,TX,HOUSEHOLD,500,5.46711943793911
2011-02-11,WI_1,WI,FOODS,1162,2.803157894736843
2011-02-11,WI_2,WI,FOODS,1497,2.8615764705882354
2011-02-11,TX_3,TX,HOUSEHOLD,376,5.467832512315271
2011-02-11,TX_2,TX,FOODS,2197,2.9877004538577907
2011-02-11,CA_4,CA,FOODS,947,3.0507108239095313
2011-02-11,WI_2,WI,HOUSEHOLD,393,5.703397260273972
2011-02-11,TX_2,TX,HOBBIES,186,4.6418779342723
2011-02-11,CA_2,CA,FOODS,1603,2.8789102564102564
2011-02-11,WI_2,WI,HOBBIES,125,4.8826760563380285
2011-02-11,CA_2,CA,HOUSEHOLD,610,5.633387470997679
2011-02-11,CA_2,CA,HOBBIES,371,4.595953488372093
2011-02-11,CA_1,CA,HOUSEHOLD,408,5.509579439252335
2011-02-11,TX_3,TX,HOBBIES,185,4.721095890410958
2011-02-11,CA_4,CA,HOUSEHOLD,204,5.616109660574414
2011-02-11,WI_1,WI,HOBBIES,346,4.696572769953051
2011-02-11,CA_3,CA,HOBBIES,403,4.556830357142857
2011-02-11,WI_1,WI,HOUSEHOLD,438,5.603651551312647
2011-02-11,CA_4,CA,HOBBIES,161,5.108012820512821
2011-02-11,TX_1,TX,HOBBIES,227,4.6685096153846155
2011-02-11,CA_1,CA,HOBBIES,453,4.406515837104073
2011-02-11,CA_3,CA,HOUSEHOLD,752,5.632422062350118
2011-02-11,TX_1,TX,FOODS,1671,2.9828078078078075
2011-02-11,TX_1,TX,HOUSEHOLD,358,5.440687960687961
2011-02-11,CA_1,CA,FOODS,2217,3.1533936651583714
2011-02-11,CA_3,CA,FOODS,3225,3.0591101055806944
2011-02-11,WI_3,WI,FOODS,3017,3.0233652312599686
2011-02-11,TX_3,TX,FOODS,1502,2.983471074380165
2011-02-11,WI_3,WI,HOUSEHOLD,546,5.38316301703163
2011-02-11,WI_3,WI,HOBBIES,365,4.62382882882883
2011-02-12,TX_2,TX,FOODS,3014,2.987306547619048
2011-02-12,WI_2,WI,HOUSEHOLD,427,5.770274999999999
2011-02-12,TX_1,TX,FOODS,2185,2.985073099415205
2011-02-12,WI_1,WI,HOUSEHOLD,549,5.59392290249433
